iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
1000;2;1.5;6.02731;301.82%;2.30077;5.75495
2000;4;2.82;11.6637;313.61%;3.312373;11.3004
3000;8;4.19;17.1476;309.25%;4.444188;16.8553
4000;8;5.81;23.318;301.34%;5.704065;23.048
5000;8;7.09;28.1702;297.32%;7.121693;27.8433
6000;16;8.51;35.222;313.89%;9.14888;34.4854
7000;16;10.32;40.4296;291.76%;10.610671;40.1369
8000;16;10.76;43.7816;306.89%;11.876925;43.4802
9000;16;12.3;48.4682;294.05%;12.583499;48.1103
10000;16;13.7;53.8202;292.85%;13.460964;53.5534
11000;16;15.1;58.7303;288.94%;15.210064;58.4689
12000;32;16.27;65.3137;301.44%;16.55363;64.9946
13000;32;17.75;71.2908;301.64%;18.758227;70.9136
14000;32;19.01;76.0603;300.11%;19.347394;75.7739
15000;32;21.33;81.7476;283.25%;20.673615;81.3761
16000;32;21.56;85.8942;298.40%;21.971387;85.5782
17000;32;23.29;93.5958;301.87%;24.037385;93.2632
18000;32;24.31;96.3589;296.38%;24.844239;96.0097
19000;32;26.02;103.04;296.00%;26.592849;102.722
20000;32;27.19;106.802;292.80%;27.637519;106.488
21000;32;28.45;110.837;289.59%;28.427862;110.52
22000;32;29.8;117.196;293.28%;30.208925;116.773
23000;32;30.5;122.004;300.01%;30.820964;121.638
24000;64;32.11;131.614;309.88%;32.605523;131.263
25000;64;33.42;135.102;304.25%;34.039045;134.732
26000;64;34.92;140.208;301.51%;35.427903;139.836
27000;64;36.35;147.324;305.29%;36.996893;147.035
28000;64;38.11;148.759;290.34%;37.720506;148.466
29000;64;38.96;155.698;299.64%;39.27149;155.419
30000;64;40.29;160.992;299.58%;41.12444;160.657
31000;64;41.45;167.627;304.41%;41.876352;167.218
32000;64;42.54;170.287;300.30%;42.803081;169.929
33000;64;44.46;177.172;298.50%;45.19791;176.85
34000;64;45.23;179.746;297.40%;45.633286;179.423
35000;64;46.53;187.318;302.57%;47.228438;186.999
36000;64;48.18;193.394;301.40%;48.932367;193.111
37000;64;49.37;197.634;300.31%;50.210122;197.342
38000;64;51.56;204.298;296.23%;51.196954;203.922
39000;64;52.12;211.466;305.73%;52.858999;211.063
40000;64;53.25;211.747;297.65%;53.631573;211.394
41000;64;54.72;217.215;296.96%;55.212496;216.892
42000;64;58.26;221.682;280.50%;56.485065;221.317
43000;64;56.72;230.872;307.04%;57.984631;230.541
44000;64;58.73;234.29;298.93%;59.062364;233.973
45000;64;64.51;238.36;269.49%;60.153569;238.032
46000;64;61.55;243.634;295.83%;62.107382;243.313
47000;64;62.87;246.528;292.12%;63.179544;246.208
48000;128;64.45;259.546;302.71%;64.733294;259.211
49000;128;65.44;266.373;307.05%;65.938086;265.959
50000;128;66.38;269.483;305.97%;67.28162;269.082
51000;128;68.06;274.881;303.88%;68.494445;274.551
52000;128;69.29;279.18;302.92%;70.364487;278.846
53000;128;70.75;287.043;305.71%;71.479564;286.71
54000;128;72.01;290.286;303.12%;72.405776;289.896
55000;128;74.14;297.301;301.00%;74.75187;296.992
56000;128;74.78;303.848;306.32%;75.17225;303.47
57000;128;77.96;307.872;294.91%;76.504397;307.576
58000;128;76.82;310.854;304.65%;77.709733;310.512
59000;128;79.17;314.935;297.80%;79.099579;314.634
60000;128;79.71;324.375;306.94%;80.202914;324.04
61000;128;81.44;323.081;296.71%;81.87798;322.69
62000;128;82.75;330.692;299.63%;82.889626;330.364
63000;128;87.32;339.351;288.63%;85.025939;338.564
64000;128;86.15;347.559;303.43%;85.59918;347.168
65000;128;87.12;349.515;301.19%;87.207059;349.13
66000;128;88.72;351.009;295.64%;88.142965;350.665
67000;128;90.12;357.431;296.62%;89.798284;357.106
68000;128;91.02;364.016;299.93%;91.792419;363.703
69000;128;92.77;372.336;301.35%;92.762513;372.009
70000;128;93.28;377.391;304.58%;95.100339;377.058
71000;128;95.1;384.047;303.83%;95.668101;383.716
72000;128;96.5;388.542;302.63%;96.538388;388.232
73000;128;97.75;387.748;296.67%;97.512749;387.442
74000;128;99.5;391.706;293.67%;99.648228;391.401
75000;128;101.9;424.915;316.99%;108.145315;424.569
76000;128;102.06;407.738;299.51%;101.992244;407.357
77000;128;102.93;409.465;297.81%;102.726419;409.123
78000;128;104.1;423.312;306.64%;105.012464;422.979
79000;128;105.78;421.324;298.30%;107.172344;421.033
80000;128;107.2;424.599;296.08%;107.404175;424.214
81000;128;108.39;435.439;301.73%;109.5082;435.094
82000;128;110.22;441.664;300.71%;110.452855;441.269
83000;128;111.2;459.334;313.07%;111.773121;459.041
84000;128;113.64;451.796;297.57%;113.37139;451.404
85000;128;113.51;463.204;308.07%;114.983103;462.809
86000;128;117.18;462.416;294.62%;116.148648;462.024
87000;128;119;462.45;288.61%;115.572861;462.092
88000;128;117.32;464.894;296.26%;117.33729;464.552
89000;128;119.23;475.213;298.57%;119.941555;474.877
90000;128;125.05;483.831;286.91%;123.402029;483.495
91000;128;124.06;491.89;296.49%;122.139155;491.471
92000;128;124.25;488.952;293.52%;123.512379;488.558
93000;128;124.06;496.431;300.15%;124.779284;496.089
94000;128;125.31;502.864;301.30%;126.191057;502.533
95000;128;127.31;499.144;292.07%;126.427752;498.804
96000;256;127.79;530.007;314.75%;130.44828;529.646
97000;256;129.78;524.181;303.90%;129.709242;523.791
98000;256;130.61;528.514;304.65%;130.10939;528.155
99000;256;131.84;543.761;312.44%;132.452471;543.44
100000;256;136.45;549.54;302.74%;133.941703;549.209
101000;256;135.07;542.801;301.87%;134.518849;542.436
102000;256;136.6;552.587;304.53%;136.324074;552.231
103000;256;137.57;558.769;306.17%;138.030401;558.423
104000;256;138.95;572.17;311.78%;141.344711;571.817
105000;256;143.69;568.683;295.77%;140.65955;568.319
106000;256;141.42;583.813;312.82%;142.501105;583.489
107000;256;143.6;579.317;303.42%;144.00737;578.933
108000;256;143.79;592.085;311.77%;144.838293;591.671
109000;256;145.43;595.124;309.22%;146.351025;594.7
110000;256;148.65;593.336;299.15%;146.596048;593.012
111000;256;148.78;602.541;304.99%;148.900961;602.222
112000;256;149.6;612.073;309.14%;150.490778;611.699
113000;256;153.17;605.671;295.42%;151.571828;604.929
114000;256;152.05;619.057;307.14%;153.754858;618.678
115000;256;155.26;627.979;304.47%;154.734871;627.628
116000;256;155.2;631.802;307.09%;155.264151;631.393
117000;256;155.87;652.435;318.58%;159.119587;652.092
118000;256;160.08;645.791;303.42%;159.111384;645.381
119000;256;162.14;642.034;295.98%;159.580936;641.575
120000;256;160.72;648.704;303.62%;160.629682;648.38
121000;256;164.97;656.323;297.84%;162.181462;655.947
122000;256;163.64;667.084;307.65%;164.890306;666.764
123000;256;164.64;652.875;296.55%;164.537358;652.523
124000;256;168.26;667.275;296.57%;166.411069;666.943
125000;256;169.12;672.079;297.40%;168.843559;671.715
126000;256;172.1;689.856;300.85%;169.922737;689.411
127000;256;171.29;693.328;304.77%;170.971549;692.959
128000;256;178.47;695.968;289.96%;171.122672;695.639
129000;256;172.72;720.164;316.95%;174.426851;719.745
130000;256;173.68;705.066;305.96%;175.003604;704.659
131000;256;177.81;697.454;292.25%;176.484637;697.118
132000;256;176.09;710.808;303.66%;176.561716;710.482
133000;256;176.32;705.788;300.29%;176.984806;705.433
134000;256;180.97;730.284;303.54%;179.51147;729.979
135000;256;182.51;722.997;296.14%;181.604155;722.537
136000;256;181.75;728.525;300.84%;182.099492;728.17
137000;256;186.35;740.429;297.33%;183.750219;740.071
138000;256;184.17;765.435;315.61%;185.643361;765.035
139000;256;185.7;748.31;302.97%;188.494565;747.874
140000;256;187.99;793.685;322.20%;215.5613;770.727
141000;256;187.92;767.076;308.19%;190.921159;766.721
142000;256;191.72;757.676;295.20%;189.908561;757.306
143000;256;190.91;759.368;297.76%;191.148588;759.026
144000;256;193.52;774.366;300.15%;193.228868;773.949
145000;256;192.9;778.44;303.55%;193.537942;778.061
146000;256;195.04;792.123;306.13%;196.10245;791.715
147000;256;197.09;806.89;309.40%;196.478963;806.573
148000;256;198.94;801.896;303.08%;199.244997;801.486
149000;256;199.06;797.265;300.51%;199.720677;796.946
150000;256;200.22;813.192;306.15%;201.753483;812.846
151000;256;202.95;820.098;304.09%;202.504729;819.745
152000;256;203.21;815.543;301.33%;204.76053;815.127
153000;256;204.81;818.657;299.72%;204.924053;818.253
154000;256;207.62;824.492;297.12%;207.619703;824.135
155000;256;206.31;855.698;314.76%;207.177193;855.347
156000;256;208.49;838.833;302.34%;210.443369;838.421
157000;256;208.56;833.132;299.47%;209.359495;832.722
158000;256;209.55;857.459;309.19%;212.454852;857.148
159000;256;212.52;847.034;298.57%;214.81492;846.624
160000;256;214.21;857.855;300.47%;214.822385;857.503
161000;256;214.73;851.607;296.59%;214.631811;851.225
162000;256;216.85;875.805;303.88%;216.048195;875.457
163000;256;220.1;891.704;305.14%;219.345611;891.242
164000;256;219.69;874.146;297.90%;220.087249;873.73
165000;256;220.31;876.66;297.92%;221.013246;876.25
166000;256;221.07;903.915;308.88%;224.570767;903.198
167000;256;225.34;897.957;298.49%;224.201413;897.613
168000;256;226.9;895.735;294.77%;224.55405;895.361
169000;256;225.37;911.335;304.37%;226.212982;911.011
170000;256;226.5;934.908;312.76%;235.092546;934.559
171000;256;232.13;904.886;289.82%;229.313827;904.569
172000;256;229.67;919.155;300.21%;229.084279;918.833
173000;256;231.47;919.481;297.24%;231.042005;919.084
174000;256;234.6;927.162;295.21%;232.958181;926.845
175000;256;234.82;943.125;301.64%;237.27751;942.804
176000;256;234.65;939.475;300.37%;233.665392;939.143
177000;256;235.9;948.427;302.05%;240.37526;948.103
178000;256;238.66;945.644;296.23%;238.260358;945.297
179000;256;241.68;956.873;295.93%;241.851635;956.552
180000;256;240.08;984.669;310.14%;246.024953;984.319
181000;256;241.44;982.187;306.80%;246.858943;981.778
182000;256;244.6;974.028;298.21%;243.507423;973.615
183000;256;246.26;985.773;300.30%;247.170134;985.32
184000;256;245.84;986.031;301.09%;245.598159;985.663
185000;256;246.81;1008.36;308.56%;253.830625;1008.04
186000;256;248.04;1033.29;316.58%;256.523955;1032.88
187000;256;250.43;1018.61;306.74%;257.060011;1018.28
188000;256;250.45;1001.41;299.84%;251.7297;1001.04
189000;256;251.96;1027.99;308.00%;255.979437;1027.65
190000;512;254.83;1073.24;321.16%;264.698707;1072.83
191000;512;255.07;1078.93;322.99%;265.723253;1078.57
192000;512;256.06;1063.76;315.43%;258.659128;1063.36
193000;512;267.78;1057.16;294.79%;259.696806;1056.74
194000;512;260.57;1057.68;305.91%;258.720013;1057.31
195000;512;259.93;1086.67;318.06%;265.003301;1086.22
196000;512;263.9;1074.46;307.15%;264.109887;1074.06
197000;512;261.95;1101.12;320.36%;268.052854;1100.69
198000;512;264.14;1083.69;310.27%;265.644987;1083.2
199000;512;265.8;1078.29;305.68%;266.981876;1077.89
200000;512;267.6;1093.99;308.82%;268.292412;1093.61
201000;512;269.61;1111.3;312.19%;273.912925;1110.84
202000;512;269.31;1110.87;312.49%;274.380547;1110.36
203000;512;270.9;1134.87;318.93%;271.749571;1134.46
204000;512;272.46;1121.06;311.46%;274.732673;1120.61
205000;512;273.79;1115.37;307.38%;274.612751;1114.99
206000;512;274.1;1117.88;307.84%;274.989024;1117.51
207000;512;276.78;1170.26;322.81%;280.168932;1169.89
208000;512;277.78;1127.12;305.76%;279.323612;1126.72
209000;512;280.02;1133.16;304.67%;282.177366;1132.79
210000;512;279.93;1133.8;305.03%;281.076335;1133.33
211000;512;285.33;1183.01;314.61%;291.906137;1182.51
212000;512;282.67;1158.93;309.99%;285.650504;1158.53
213000;512;290.64;1227.65;322.40%;304.381041;1227.2
214000;512;284.54;1202.73;322.69%;290.19256;1202.33
215000;512;287.28;1152.02;301.01%;288.669839;1151.66
216000;512;289.56;1190.64;311.19%;291.140955;1190.19
217000;512;289.84;1197.6;313.19%;291.073791;1197.21
218000;512;290;1200.75;314.05%;291.887568;1200.28
219000;512;292.27;1191.47;307.66%;293.639521;1191.05
220000;512;293.01;1183.34;303.86%;293.730155;1182.95
221000;512;295.09;1210.71;310.28%;298.582731;1210.31
222000;512;297.13;1210.33;307.34%;302.465909;1209.86
223000;512;298.56;1225.47;310.46%;302.427001;1225.08
224000;512;299.97;1225.22;308.45%;302.627243;1224.82
225000;512;299.82;1235.09;311.94%;304.555071;1234.64
226000;512;300.84;1226.21;307.60%;302.541628;1225.84
227000;512;304.34;1218.24;300.29%;307.046241;1217.8
228000;512;303.34;1267.78;317.94%;317.393679;1267.37
229000;512;306.56;1289.81;320.74%;318.815172;1289.45
230000;512;308.26;1280.67;315.45%;319.04152;1280.3
231000;512;310.26;1236.91;298.67%;311.282286;1236.46
232000;512;307.66;1260.69;309.77%;310.616234;1260.29
233000;512;311.81;1266.48;306.17%;318.001594;1266
234000;512;311.33;1264.51;306.16%;315.992048;1264.12
235000;512;315.74;1269.11;301.95%;319.788479;1268.7
236000;512;317.56;1296.13;308.15%;326.796798;1295.74
237000;512;315.84;1282.24;305.98%;318.160704;1281.83
238000;512;316.15;1340.54;324.02%;329.039295;1340.17
239000;512;320.66;1284.59;300.61%;320.664606;1284.19
240000;512;319.54;1294.12;304.99%;321.385779;1293.74
241000;512;321.6;1330.66;313.76%;328.176059;1330.26
242000;512;326.97;1313.07;301.59%;333.353599;1312.63
243000;512;324.12;1341.15;313.78%;330.816875;1340.76
244000;512;324.87;1317.27;305.48%;326.92303;1316.87
245000;512;327.07;1345.08;311.25%;336.587452;1344.67
246000;512;326.88;1308.82;300.40%;329.573951;1308.38
247000;512;327.77;1340.23;308.89%;330.197536;1339.77
248000;512;330.68;1339.23;304.99%;333.300004;1338.82
249000;512;332.52;1367.26;311.18%;342.025447;1366.87
250000;512;332.57;1360.07;308.96%;339.155438;1359.7
251000;512;336.6;1387.13;312.10%;344.67806;1386.76
252000;512;335.87;1407.48;319.05%;345.830788;1407.09
253000;512;337.46;1388.92;311.58%;346.878526;1388.52
254000;512;337.92;1374.94;306.88%;347.201107;1374.55
255000;512;339.99;1394.4;310.13%;344.423503;1394.01
256000;512;343.64;1394.47;305.79%;349.340092;1394.03
257000;512;345.5;1398.29;304.71%;349.60492;1397.88
258000;512;343.82;1402.96;308.05%;350.683453;1402.6
259000;512;344.2;1414.01;310.81%;356.434893;1413.63
260000;512;346.37;1415.19;308.58%;359.695851;1414.8
261000;512;347.48;1413.97;306.92%;357.024554;1413.57
262000;512;346.64;1428.12;311.99%;350.689835;1427.75
263000;512;351.18;1441.84;310.57%;360.210515;1441.39
264000;512;352.32;1476.65;319.12%;363.976148;1476.27
265000;512;353.41;1418.41;301.35%;358.342793;1418.04
266000;512;353.63;1428.62;303.99%;356.705357;1428.26
267000;512;358.13;1442.68;302.84%;362.952355;1442.24
268000;512;355.74;1480.14;316.07%;372.80102;1479.74
269000;512;355.26;1486.33;318.38%;372.298279;1485.93
270000;512;357.78;1449.36;305.10%;366.865734;1448.97
271000;512;359.94;1453.56;303.83%;366.341166;1453.15
272000;512;360.61;1496.75;315.06%;369.07893;1496.36
273000;512;363.96;1496.65;311.21%;373.806253;1496.25
274000;512;362.48;1504.6;315.08%;381.41242;1504.21
275000;512;365.43;1474.06;303.38%;374.846909;1473.65
276000;512;367.82;1510.45;310.65%;374.865517;1510.03
277000;512;367.88;1536.81;317.75%;384.617924;1536.41
278000;512;370.9;1541.86;315.71%;385.715047;1541.4
279000;512;372.32;1547.54;315.65%;386.290635;1547.15
280000;512;376.36;1487.12;295.13%;376.452904;1486.76
281000;512;374.37;1563.25;317.57%;391.215617;1562.76
282000;512;373.93;1514.24;304.95%;380.098328;1513.73
283000;512;375.48;1510.87;302.38%;383.776242;1510.48
284000;512;378.73;1509.1;298.46%;380.809002;1508.7
285000;512;383.24;1539.49;301.70%;387.354943;1539.08
286000;512;379.25;1517.71;300.19%;387.699228;1517.31
287000;512;386.15;1559.26;303.80%;391.897376;1558.89
288000;512;384.7;1578.16;310.23%;400.688023;1577.76
289000;512;385.33;1562.01;305.37%;394.571668;1561.58
290000;512;387.3;1560.01;302.79%;395.83387;1559.63
291000;512;387.49;1585.1;309.07%;403.205503;1584.71
292000;512;386.72;1616.39;317.97%;396.900405;1616.01
293000;512;390;1552.31;298.03%;399.873362;1551.49
294000;512;389.21;1556.31;299.86%;396.609343;1555.91
295000;512;393.82;1630.33;313.98%;404.205284;1629.96
296000;512;391.28;1567.83;300.69%;398.614891;1567.44
297000;512;393.63;1604.72;307.67%;403.383128;1604.32
298000;512;393.97;1612.4;309.27%;408.963764;1612.03
299000;512;399.59;1599.9;300.39%;407.613609;1599.5
300000;512;398.71;1607.76;303.24%;413.969815;1607.41
301000;512;397.32;1647.1;314.55%;415.208796;1646.42
302000;512;405.27;1661.17;309.89%;428.865496;1660.6
303000;512;402.06;1619.38;302.77%;411.697344;1618.98
304000;512;402.96;1672.81;315.13%;408.461493;1672.37
305000;512;405.22;1652;307.68%;415.17871;1651.15
306000;512;404.82;1647.8;307.05%;419.37208;1647.4
307000;512;409.92;1657.61;304.37%;422.042858;1657.2
308000;512;407.46;1650.28;305.02%;417.202387;1649.81
309000;512;410.24;1672.23;307.62%;424.351325;1671.86
310000;512;413.21;1725.75;317.64%;422.339515;1725.28
311000;512;424.87;1728.29;306.78%;435.514295;1727.86
312000;512;412.58;1712.08;314.97%;437.495369;1711.62
313000;512;414.13;1709.58;312.81%;430.143082;1709.19
314000;512;416.43;1722.96;313.75%;429.022222;1722.57
315000;512;417.91;1688.06;303.93%;432.058994;1687.65
316000;512;423.28;1718.19;305.92%;435.497278;1717.78
317000;512;420.04;1732.92;312.56%;444.064681;1732.51
318000;512;420.41;1753.27;317.04%;439.309284;1752.87
319000;512;427.06;1732.72;305.73%;444.10825;1732.33
320000;512;424.14;1710.47;303.28%;438.007611;1710.04
321000;512;425.53;1708.78;301.57%;439.483667;1708.39
322000;512;426.7;1780.51;317.27%;443.407226;1780.05
323000;512;426.93;1748.31;309.51%;441.377324;1747.93
324000;512;427.43;1761.63;312.14%;450.261049;1761.25
325000;512;435.03;1761.66;304.95%;446.261496;1761.27
326000;512;431.32;1777.76;312.17%;447.942988;1777.33
327000;512;432.84;1769.91;308.91%;452.490462;1769.52
328000;512;433.68;1752.41;304.08%;441.461115;1751.99
329000;512;441.04;1775.9;302.66%;458.262789;1775.46
330000;512;435.96;1780.65;308.44%;456.288733;1780.27
331000;512;437.73;1771.23;304.64%;451.587865;1770.87
332000;512;439.29;1782.56;305.78%;459.099666;1782.16
333000;512;440.15;1803.96;309.85%;453.228012;1803.6
334000;512;442.32;1791.71;305.07%;463.54195;1791.32
335000;512;444.93;1856.63;317.29%;483.487875;1856.26
336000;512;447.58;1794.41;300.91%;462.103682;1793.99
337000;512;444.46;1832.7;312.34%;468.941237;1832.34
338000;512;451.54;1822.45;303.61%;462.705067;1822.09
339000;512;454.18;1839.19;304.95%;479.271254;1838.8
340000;512;451.33;1809.7;300.97%;463.631157;1809.27
341000;512;450.7;1814.29;302.55%;464.89249;1813.85
342000;512;454.56;1830.22;302.64%;469.543859;1829.78
343000;512;454.54;1821.27;300.68%;470.155661;1820.87
